Genes,Gene_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
CLEC12A,0,-0.1282395,0.26211825,0.0050002155,0.09868294,0.066289954,-0.5365906,-0.037338603,0.48069036,-0.12300493,0.034214538,-0.16237918,-0.2883572,0.001792811,0.06959914,0.035401635,-0.098589204,0.037289694,-0.26585832,0.052686647,-0.38228914,0.25411025,0.12211209,0.12571514,-0.10671961,-0.1405783,0.11766055,-0.21571884,-0.255626,-0.014844255,0.049763747,0.3428609,0.21089344,0.013048032,-0.02295353,-0.27801067,0.32074344,-0.098036535,-0.484058,-0.28342935,-0.39710873,-0.07030671,-0.019925525,-0.049886987,-0.1661648,0.1679079,-0.16615075,-0.14863773,-0.056638505,0.20649147,0.20307381,0.1722784,-0.16045061,-0.22706848,0.046767566,-0.19412299,0.16076891,0.16126971,-0.015188881,-0.25585362,0.17232342,0.114069745,0.05112125,-0.27377358,-0.13656431,-0.3447482,0.10322928,0.037982266,0.13933301,-0.19695716,0.16256112,-0.08593166,-0.02705634,0.19374548,-0.05039046,0.11130632,0.13293235,-0.12364503,-0.1489481,-0.19866946,0.23340249,-0.15368593,-0.17495668,-0.2117544,0.33917114,-0.030629855,0.06475007,-0.14150633,0.2982412,0.30275634,0.038142055,0.21831448,-0.026177533,-0.0738794,0.13248785,0.3968189,0.19215968,0.14752752,-0.44844058,0.0861573,-0.004517812
FIGN,0,-0.14925097,0.2618327,0.014532789,0.123360075,0.036483075,-0.5031314,-0.066092186,0.49669102,-0.13450232,0.04617032,-0.16652608,-0.27821645,-0.020016761,0.051076412,0.044447083,-0.14228815,0.019937353,-0.24081297,0.062877275,-0.3552466,0.21806769,0.14063148,0.126326,-0.11825719,-0.10356114,0.11638136,-0.18811554,-0.26070043,-0.027051192,0.043471973,0.33010688,0.17614257,0.04221304,-0.022669476,-0.2714731,0.3343329,-0.08091032,-0.4609472,-0.27312088,-0.4277059,-0.06907396,-0.0076804273,-0.034572914,-0.16033092,0.18639895,-0.19191608,-0.1574907,-0.06261136,0.17636546,0.1540811,0.17553434,-0.15350123,-0.2160404,0.044719756,-0.19307682,0.15437847,0.1479776,-0.05451107,-0.25307137,0.14272635,0.1029954,0.074649796,-0.27849346,-0.11061947,-0.36332086,0.090708345,0.016463822,0.09162424,-0.18681385,0.1644109,-0.1114138,-0.019815307,0.23117135,-0.052012168,0.10408987,0.15713955,-0.11291082,-0.13592567,-0.19265392,0.2390558,-0.16090007,-0.1440214,-0.24406953,0.36818397,-0.019183451,0.06246568,-0.13466896,0.2869478,0.27917567,0.014038598,0.20441091,-0.012680981,-0.073777124,0.11721149,0.4178277,0.20368803,0.1927338,-0.43451297,0.07076708,-0.0006395362
NR1H3,0,-0.13037278,0.24377333,0.0036842283,0.07965752,0.07374452,-0.51011807,-0.047655616,0.491171,-0.14673626,0.02875757,-0.15863815,-0.27173486,0.02209477,0.06893994,0.027002037,-0.11916827,0.02531933,-0.2399071,0.070560426,-0.3887116,0.24836165,0.13120161,0.12939127,-0.12089164,-0.1319049,0.08946848,-0.20829645,-0.25984383,-0.030371485,0.041359603,0.3299531,0.1966541,0.029444195,-0.04059117,-0.26597062,0.33250207,-0.08563627,-0.4594533,-0.28473744,-0.41500574,-0.06792296,0.0066950996,-0.048984345,-0.17279498,0.20238245,-0.17869015,-0.1429986,-0.05623949,0.18704802,0.17298897,0.1901967,-0.17227426,-0.2120997,0.033656925,-0.18867,0.16726619,0.15283185,-0.03920897,-0.2629076,0.1422559,0.10655814,0.05639611,-0.25744128,-0.13001236,-0.31898448,0.090735406,0.014243722,0.10994821,-0.20807572,0.16449963,-0.07876393,-0.029542096,0.22635877,-0.062403202,0.10350885,0.13405512,-0.09914115,-0.15503758,-0.18908313,0.2278964,-0.15060344,-0.16238317,-0.22025517,0.35617602,-0.04836559,0.07237119,-0.117499426,0.29644153,0.27454457,0.03156659,0.22504532,-0.0027553712,-0.060301032,0.12726776,0.40136203,0.20281409,0.16508557,-0.4446811,0.07254815,-0.0059327586
RNGTT,0,-0.11208925,0.26228535,-0.0003984796,0.10080752,0.063296944,-0.5025657,-0.08866453,0.49447447,-0.15491365,-0.0034184924,-0.16557613,-0.29591513,-0.035736337,0.072527155,0.01682049,-0.13598992,0.05022088,-0.25498724,0.072153814,-0.33692288,0.23395036,0.1271603,0.16551475,-0.09081976,-0.092458814,0.125047,-0.20273124,-0.24736094,-0.040292166,0.047890153,0.32057694,0.21444614,-0.001901473,-0.0185541,-0.30873808,0.32585916,-0.09106886,-0.46556318,-0.26831412,-0.4267192,-0.07565034,-0.012240957,-0.02703156,-0.19640003,0.19093484,-0.18494496,-0.15109648,-0.061512537,0.21801443,0.20991157,0.194091,-0.12000622,-0.19885558,0.02327249,-0.18487437,0.13499768,0.15327938,-0.05521041,-0.26151654,0.12043371,0.13739595,0.018784832,-0.23579408,-0.09897399,-0.37050855,0.06497356,0.0354056,0.11823212,-0.17799576,0.18937005,-0.073040605,0.011493779,0.23009306,-0.010880185,0.08342773,0.16109316,-0.09970779,-0.12539092,-0.17090672,0.23531075,-0.16441141,-0.18661994,-0.22919326,0.36739844,-0.037992124,0.07889346,-0.13911512,0.31964508,0.24493088,0.04018093,0.19186747,-0.05517628,-0.06635321,0.13141628,0.3899917,0.19741507,0.16811846,-0.463079,0.09502356,0.018760402
SLC12A9,0,-0.13875863,0.37717068,-0.14766043,-0.0111596305,0.11058925,-0.47612348,-0.21609138,0.38094395,-0.26227984,0.19792803,-0.28307,-0.18681002,-0.100709945,0.19054313,0.043172013,-0.16103241,0.17015427,-0.3135442,0.0050808643,-0.44952694,0.30420253,0.2369078,0.27292728,-0.14099401,0.009143207,0.15471104,-0.21138027,-0.3927963,-0.06386902,0.1758601,0.44524983,0.22579566,0.15988752,0.039174717,-0.24516319,0.43029922,-0.16625805,-0.55753696,-0.35501096,-0.26076192,0.09630443,-0.11926507,-0.15843363,-0.21380033,0.12989314,-0.19203794,-0.06313383,-0.03296219,0.20224749,0.2554064,0.30321717,-0.22781731,-0.32424304,0.03483897,-0.035536148,0.28934196,0.273146,0.12486547,-0.10361303,0.18277134,0.23301306,-0.07959852,-0.10362133,-0.11574704,-0.21696861,0.1771381,-0.0031139506,0.21955329,0.025066987,0.048251946,-0.09362135,-0.158163,0.22228009,0.10416202,0.257575,-0.035131544,-0.162598,-0.1937052,-0.18047796,0.34022284,-0.12552966,-0.19454102,-0.38911656,0.24001825,-0.08313284,-0.020993926,0.015460586,0.29764053,0.14109293,0.14473514,0.1660338,0.056612335,-0.033672143,0.16760167,0.29376635,0.22466913,0.06981481,-0.48406538,0.19172367,0.04350166
IGLV1-51,0,-0.1238601,0.2870971,-0.000436598,0.103545114,0.041599806,-0.5739749,-0.06194616,0.51961833,-0.12278182,0.015450945,-0.1565256,-0.2865234,0.0060638646,0.064099215,0.026691891,-0.114589095,0.019261364,-0.27424943,0.058372714,-0.38637495,0.2577032,0.12282169,0.13908508,-0.12776071,-0.14767319,0.118377,-0.2308505,-0.26477468,-0.023296295,0.07257302,0.34001628,0.20627098,0.034630243,-0.05972586,-0.29381987,0.34891865,-0.07801746,-0.47920275,-0.27511433,-0.45642528,-0.093807876,-0.0079265265,-0.051546913,-0.19208081,0.18534134,-0.17599706,-0.14554344,-0.07010682,0.21310398,0.18900144,0.20063746,-0.17200837,-0.21033747,0.021522604,-0.20430472,0.1504652,0.16949305,-0.053303678,-0.2522961,0.13190025,0.12443404,0.052657325,-0.25669286,-0.12039343,-0.3567416,0.1120818,0.030762287,0.13567287,-0.24516484,0.17494291,-0.09828945,-0.007719978,0.22843952,-0.048973154,0.117353104,0.1451788,-0.10052515,-0.16285037,-0.19810016,0.21996605,-0.16962218,-0.17541918,-0.23519981,0.3764867,-0.041621156,0.08569432,-0.13530786,0.31848204,0.2857241,0.046344027,0.23375286,-0.011087527,-0.06637746,0.12706898,0.39653146,0.20303197,0.1833022,-0.46997944,0.062939726,0.016607476
AQP7,0,-0.12197458,0.2496055,0.004779713,0.10149027,0.04968617,-0.5148064,-0.05355362,0.46090078,-0.12257398,-0.0004080999,-0.13464047,-0.262237,-0.003981213,0.04393324,0.022675293,-0.11217017,0.032515716,-0.23539346,0.0667651,-0.35728773,0.24327612,0.11307059,0.12249253,-0.12484902,-0.11458188,0.09763127,-0.19961539,-0.23780335,-0.03734528,0.06129617,0.3023253,0.194252,0.03112159,-0.054039415,-0.26288214,0.30400446,-0.09556475,-0.4298966,-0.25907612,-0.40472105,-0.09379461,0.0018353913,-0.047917176,-0.17051761,0.18464889,-0.17951624,-0.13859622,-0.061868627,0.18618178,0.17069529,0.16401967,-0.1670762,-0.19492428,0.033496536,-0.1623882,0.1331863,0.15152234,-0.025442416,-0.24242426,0.13270195,0.09653028,0.050945114,-0.25726017,-0.100295775,-0.3263064,0.10705798,0.02203554,0.10484924,-0.1993627,0.16693266,-0.08051586,-0.019124795,0.22972381,-0.053384244,0.087661214,0.12569581,-0.08591683,-0.12822278,-0.18376762,0.20373735,-0.1630132,-0.13095705,-0.22759889,0.32311487,-0.041809063,0.07966745,-0.10890966,0.28707555,0.27002227,0.036979835,0.21816254,-0.006747671,-0.063416205,0.105665535,0.3824174,0.181984,0.15499052,-0.41235363,0.086320475,0.0011342684
PCDHB8,0,-0.10519609,0.22742109,-0.012189549,0.08286336,0.053230833,-0.48238477,-0.043760296,0.431185,-0.114694126,0.007974353,-0.13048518,-0.25830302,-0.0071508973,0.039286904,0.0120988935,-0.10248737,0.019344805,-0.2301982,0.06443917,-0.3454924,0.22028638,0.095970266,0.11580428,-0.11699247,-0.118032984,0.08617657,-0.18832716,-0.22131711,-0.037525244,0.04689612,0.2888952,0.1880625,0.01614887,-0.03874412,-0.24098633,0.28189832,-0.077516384,-0.42254108,-0.24733767,-0.38573882,-0.07984348,0.0026038908,-0.03673349,-0.15075107,0.16753878,-0.15402474,-0.12490526,-0.061107658,0.17589937,0.15011714,0.1584901,-0.15190342,-0.18574078,0.02206367,-0.168919,0.12628382,0.1352322,-0.03610586,-0.22875217,0.13982487,0.104174465,0.05643083,-0.23378567,-0.11412208,-0.31097117,0.08997745,0.02779578,0.09917558,-0.19435477,0.15107183,-0.07587619,-0.012661833,0.19717002,-0.057166804,0.08979201,0.12162744,-0.08345488,-0.13415675,-0.17329872,0.21269502,-0.14954817,-0.12662728,-0.21322967,0.3211925,-0.048394408,0.0660958,-0.113485605,0.26732147,0.24540403,0.03556943,0.19689645,-0.009523413,-0.0714036,0.1123313,0.3554276,0.17305578,0.1455815,-0.39925173,0.08036554,0.0067088334
C1QTNF12,0,-0.12219384,0.2599885,-0.005370467,0.1162449,0.078945324,-0.5443745,-0.044214208,0.5006688,-0.13560577,0.038268443,-0.15237828,-0.30421066,-0.01895417,0.04019204,0.032258898,-0.10661769,0.056547437,-0.26210403,0.06723213,-0.38087773,0.24924445,0.10171821,0.15440665,-0.13992447,-0.11169054,0.09219525,-0.22425327,-0.25073048,-0.012197548,0.04719688,0.33271033,0.20371811,0.0113966325,-0.03807891,-0.26570016,0.34170964,-0.0991527,-0.46828482,-0.2835494,-0.4028609,-0.08398352,-0.021526145,-0.065091714,-0.15399334,0.2072109,-0.17693092,-0.13680926,-0.05571056,0.18572326,0.18150254,0.18661831,-0.17359458,-0.2319369,0.024725277,-0.21308814,0.15910122,0.13450365,-0.05493671,-0.24741408,0.14805952,0.10207615,0.019778773,-0.2517233,-0.117979504,-0.32632318,0.10148232,0.007875833,0.12819111,-0.23390839,0.14322905,-0.08362804,-0.024493938,0.23407103,-0.03508378,0.11219092,0.1573088,-0.117237955,-0.16577871,-0.19650993,0.21897657,-0.16397284,-0.16426346,-0.21569666,0.33551934,-0.056383204,0.06690308,-0.12522869,0.29418254,0.29853833,0.026083976,0.20250839,-0.005405623,-0.08051792,0.09627708,0.40548128,0.19831763,0.1625707,-0.45890504,0.07182781,-0.001502027
DAPL1,0,-0.1365813,0.2454652,0.0011344042,0.11214083,0.04009527,-0.5181744,-0.06774263,0.492514,-0.1423637,0.024635129,-0.1567178,-0.2701928,0.013896587,0.04099312,0.021314407,-0.11325665,0.033089586,-0.24908446,0.06587917,-0.37792456,0.23523074,0.10817721,0.13911848,-0.11059182,-0.11815812,0.110886484,-0.2058465,-0.23903558,-0.026377903,0.05742254,0.3106365,0.19536887,0.026282419,-0.045381922,-0.25965834,0.316598,-0.091281734,-0.4394817,-0.27016646,-0.42211485,-0.07514458,-0.00011026531,-0.038353417,-0.16163483,0.17896439,-0.17860973,-0.15160066,-0.058851875,0.19298387,0.169009,0.16517194,-0.17288052,-0.21742427,0.033999033,-0.15973252,0.15289447,0.15279481,-0.034211803,-0.26073208,0.14519626,0.098124914,0.0540093,-0.24857995,-0.11127377,-0.3353769,0.10979348,0.031493314,0.11645012,-0.19942056,0.17416447,-0.074083306,-0.027159024,0.20562206,-0.045421317,0.101062655,0.14232351,-0.10775961,-0.15168335,-0.19779514,0.2099846,-0.16020054,-0.15043189,-0.22652517,0.35530296,-0.048891965,0.061875347,-0.13303772,0.29727647,0.27333757,0.035239447,0.21893364,-0.025571391,-0.078706875,0.103909835,0.38987663,0.19190621,0.15488936,-0.4511505,0.06273494,0.0037865608
EVA1C,0,-0.09452713,0.20084698,-0.009990406,0.07465424,0.044956807,-0.4362946,-0.04010512,0.38774452,-0.100680724,0.015175318,-0.124737084,-0.24617656,-9.0623864e-05,0.036464833,0.0134877255,-0.08751224,0.017479064,-0.20635219,0.058009222,-0.31172654,0.18749785,0.094317056,0.11266001,-0.10049355,-0.09613076,0.08583561,-0.17739163,-0.2001339,-0.031830505,0.041684743,0.2540404,0.15873748,0.015910666,-0.040151007,-0.21763913,0.26436406,-0.073532805,-0.3625827,-0.22676599,-0.34257457,-0.062261682,-0.011098511,-0.042545382,-0.14114483,0.14821118,-0.15575105,-0.1081365,-0.046208322,0.16245307,0.13766648,0.13674906,-0.14148304,-0.1691163,0.024612179,-0.14152703,0.1258062,0.13296233,-0.03769867,-0.18771924,0.10901049,0.071607664,0.03615838,-0.21896958,-0.094076864,-0.2705695,0.096030675,0.010421708,0.10070596,-0.1917169,0.1263517,-0.06303487,-0.014772969,0.19817089,-0.052925956,0.06252013,0.12427293,-0.07013653,-0.120553,-0.16027609,0.18715285,-0.12517396,-0.12554711,-0.18471073,0.2913851,-0.055030778,0.055452146,-0.1111116,0.2533401,0.21703017,0.02177999,0.17563218,-0.013736348,-0.05364677,0.10056916,0.3274792,0.1526988,0.13576707,-0.35076305,0.072529204,-0.0073467297
LIMS1,0,-0.12070807,0.2567188,0.004257166,0.11138997,0.033762373,-0.5045535,-0.04994469,0.45300993,-0.1307756,0.015458036,-0.14067824,-0.27111554,0.011946369,0.04244714,0.034033492,-0.1117208,0.020819107,-0.23775987,0.05467537,-0.35065958,0.22933666,0.108989604,0.12520951,-0.11479675,-0.12850538,0.09081408,-0.19931567,-0.22749849,-0.021805825,0.05684446,0.297304,0.1708683,0.02617412,-0.04467678,-0.23726115,0.31305543,-0.08465293,-0.4213718,-0.25657606,-0.4079028,-0.07610145,-0.009715996,-0.039472636,-0.15982756,0.17363891,-0.16430245,-0.15225011,-0.05983711,0.19229397,0.15913314,0.15920614,-0.16723359,-0.19844584,0.016170925,-0.16329794,0.12944585,0.15266465,-0.04612826,-0.24657312,0.13802859,0.09128463,0.05659552,-0.24710305,-0.1176207,-0.3087575,0.11336716,0.010723444,0.12359472,-0.21214494,0.15570909,-0.083955094,-0.00060701434,0.21118857,-0.033518463,0.0950895,0.123632,-0.09102341,-0.13195343,-0.19210862,0.2072024,-0.16863537,-0.15271893,-0.2076353,0.34101552,-0.051595084,0.07798802,-0.11764281,0.29898262,0.26530737,0.04829687,0.20266666,-0.0059004365,-0.060318377,0.10438489,0.36723366,0.19058599,0.1607705,-0.41495344,0.06166299,0.0127844075
SNRNP70,0,-0.113171,0.21259004,-0.0005244206,0.08978998,0.050687265,-0.4631345,-0.05014795,0.42651355,-0.11433841,0.022514133,-0.12965605,-0.25431168,0.0065291543,0.039540406,0.0037849331,-0.09901762,0.024896422,-0.20817833,0.050576262,-0.31003636,0.199941,0.10172988,0.11167126,-0.09401514,-0.108332634,0.09336991,-0.17247191,-0.22190978,-0.038932394,0.04093991,0.28093928,0.17223503,0.017850505,-0.046263017,-0.250854,0.28284287,-0.069370784,-0.38749403,-0.23459876,-0.36779317,-0.07715182,-0.0019129158,-0.024459245,-0.14244685,0.16249837,-0.13974842,-0.10664369,-0.065148175,0.16652675,0.14915344,0.15256026,-0.15149856,-0.18238737,0.023997037,-0.17372341,0.1323315,0.13695976,-0.027878689,-0.20046768,0.13637438,0.08159508,0.04557887,-0.20168231,-0.09576858,-0.28742182,0.10452783,0.028226327,0.10345654,-0.18436584,0.14367996,-0.08952815,-0.0078117563,0.18924251,-0.0422219,0.09397592,0.13333301,-0.08548258,-0.13429375,-0.16584453,0.19979005,-0.1438731,-0.11754838,-0.19876404,0.29185662,-0.04721048,0.05343591,-0.10373569,0.26648507,0.23191588,0.037388615,0.20970699,-0.010990992,-0.052658074,0.092224725,0.33379728,0.17642221,0.16183707,-0.38832083,0.0795267,0.011076163
GJB4,0,-0.10532777,0.27303857,-0.003392778,0.100954525,0.04455637,-0.5398412,-0.036859218,0.49476573,-0.12367515,-0.0015307403,-0.15090296,-0.2718481,0.0149403205,0.05421619,0.011020169,-0.12948371,0.05110404,-0.25700623,0.08206918,-0.39637265,0.23917434,0.1356829,0.13283968,-0.12279901,-0.13450217,0.114055105,-0.23790541,-0.25732675,-0.032280724,0.042756647,0.32956856,0.20176606,0.019221142,-0.048107024,-0.26389372,0.33042988,-0.09717682,-0.46283075,-0.2871413,-0.43798867,-0.096429445,-0.026185263,-0.03781609,-0.20162159,0.20361547,-0.17610937,-0.13411686,-0.062354382,0.20325933,0.16418907,0.18445122,-0.1747943,-0.237804,0.018368462,-0.21292457,0.15979493,0.14183724,-0.045151535,-0.2574685,0.15372811,0.10052045,0.06588498,-0.25778782,-0.10499889,-0.3427554,0.09010084,0.04600614,0.14666916,-0.2064411,0.18339081,-0.07282518,-0.035941217,0.24278542,-0.029470203,0.10474887,0.12589367,-0.105468534,-0.13263313,-0.20824397,0.23859397,-0.15648638,-0.15050575,-0.24591503,0.34982514,-0.048021864,0.06299242,-0.13847893,0.33426356,0.29587018,0.04279248,0.23095171,-0.028324984,-0.08893193,0.09906275,0.3777561,0.18964152,0.15864795,-0.4779586,0.079426624,-0.0028579684
SERHL2,0,-0.10222053,0.23217678,-0.004100602,0.097212076,0.03882602,-0.4787043,-0.043784413,0.42763388,-0.10512456,0.0054528783,-0.1299954,-0.25610134,0.004283286,0.05090526,0.013908293,-0.10689661,0.026475986,-0.22409037,0.052268356,-0.3317748,0.21700396,0.10249962,0.118444875,-0.11411006,-0.115407154,0.08951958,-0.1925438,-0.22830994,-0.023314618,0.056773268,0.28749382,0.17560577,0.016103126,-0.046993647,-0.25030032,0.28359106,-0.072738394,-0.40151176,-0.23626992,-0.37993196,-0.07496917,-0.0139114605,-0.044894982,-0.15775996,0.17380443,-0.16734506,-0.1274004,-0.0649101,0.17887838,0.16242021,0.15973395,-0.1467846,-0.19179964,0.01750569,-0.15398352,0.1423473,0.13852207,-0.035089727,-0.22025493,0.10731312,0.09652311,0.04217172,-0.22165056,-0.11087448,-0.30920246,0.09724241,0.008399074,0.11312211,-0.20272921,0.15239343,-0.087893,-0.011606427,0.20427574,-0.04978261,0.08215752,0.12216642,-0.08728925,-0.1311288,-0.17596158,0.19643714,-0.144288,-0.13512683,-0.21244659,0.3117522,-0.03752344,0.075661175,-0.10724618,0.28076202,0.24145909,0.04633919,0.20656686,-0.017747737,-0.06869199,0.09972195,0.33787686,0.17958412,0.1541632,-0.38282123,0.060369793,0.0018053005
DHFR2,0,-0.11231608,0.23271169,-0.016965462,0.100452416,0.043948673,-0.50579923,-0.048147436,0.44586647,-0.12086778,0.004099003,-0.13371193,-0.26914272,0.006112003,0.048824474,0.03697916,-0.10456881,0.02050253,-0.23125862,0.050850976,-0.3504883,0.23935929,0.11404521,0.12031121,-0.116916314,-0.12275207,0.09266134,-0.19466147,-0.22522336,-0.035150066,0.060801413,0.29436177,0.1811527,0.027828926,-0.05648528,-0.24545535,0.31142157,-0.07802055,-0.40786734,-0.25327083,-0.39473802,-0.08546035,-0.018033588,-0.042971484,-0.16288063,0.18867013,-0.157231,-0.14184436,-0.06553571,0.16586912,0.16776279,0.16604932,-0.16726662,-0.19061252,0.023705501,-0.1595522,0.12613994,0.14635573,-0.03510952,-0.23083855,0.13992669,0.08563073,0.05263272,-0.24143918,-0.093941934,-0.30897015,0.11546834,0.025692768,0.11144488,-0.21466272,0.16610062,-0.07577003,-0.0062748743,0.20771956,-0.03755449,0.0938194,0.124356836,-0.09895712,-0.12608607,-0.1988502,0.19629505,-0.15274659,-0.14986363,-0.21366492,0.32503524,-0.05369585,0.063784234,-0.12228535,0.27734402,0.25361717,0.0447011,0.21359943,-0.014010929,-0.060583625,0.117183596,0.36493105,0.1899289,0.15921038,-0.41503948,0.058111064,-0.0003061988
TRIM7,0,-0.11810602,0.26032594,-0.0011787666,0.10185976,0.076131076,-0.5151555,-0.032020506,0.47748414,-0.1332415,0.027051408,-0.15542878,-0.28491315,-0.013030055,0.032105736,0.014671037,-0.10955838,0.052962653,-0.25978267,0.06976037,-0.369144,0.25164148,0.11540808,0.10204943,-0.132026,-0.12827204,0.083751366,-0.23104328,-0.24710189,-0.031186173,0.070605375,0.32110727,0.20201342,0.030986458,-0.044245645,-0.2730791,0.3412718,-0.07966355,-0.45606905,-0.25986275,-0.40104595,-0.1103122,-0.0112295635,-0.051691838,-0.15785943,0.18541186,-0.18749592,-0.1502994,-0.08380439,0.21348439,0.17199135,0.19121748,-0.1617494,-0.19759263,0.053101882,-0.17957002,0.16315742,0.15239939,-0.036291532,-0.23055938,0.15608172,0.11485079,0.04570587,-0.2556315,-0.110562705,-0.33364734,0.093698785,0.029891944,0.14097808,-0.21523853,0.1540706,-0.096145354,-0.02327745,0.22226715,-0.06190936,0.08397969,0.12734614,-0.11592081,-0.14712961,-0.17624657,0.22080341,-0.13199565,-0.13843119,-0.23339567,0.33749732,-0.042711634,0.0731141,-0.11456722,0.28916848,0.28297022,0.010260081,0.22863188,-0.029745575,-0.094635814,0.120906636,0.39788404,0.21771818,0.14725952,-0.4456012,0.08519865,-0.011704132
EIF3D,0,-0.13476922,0.24680652,-0.000888058,0.11113367,0.05865574,-0.52530915,-0.050412595,0.49484435,-0.13558307,0.031312644,-0.15594783,-0.27825022,0.005728787,0.043429453,0.011300164,-0.12430521,0.027040461,-0.24645296,0.06594578,-0.38241184,0.24184263,0.10151143,0.13845226,-0.11115185,-0.1363,0.09141381,-0.20032896,-0.2647992,-0.026842417,0.056011412,0.30303606,0.1830233,0.030882979,-0.047026448,-0.27929318,0.32126135,-0.093779795,-0.4457137,-0.2906573,-0.42426404,-0.08496868,-0.012556456,-0.05214439,-0.17264208,0.19407243,-0.16109678,-0.13452272,-0.07063178,0.18771358,0.17831466,0.17271322,-0.17324579,-0.21966489,0.033315122,-0.1954499,0.1460307,0.14383398,-0.021824945,-0.24278903,0.15743157,0.10326276,0.043893475,-0.2549859,-0.11869719,-0.3263732,0.10080761,0.026181042,0.11349709,-0.21974252,0.1702026,-0.1006702,-0.01369679,0.21495229,-0.052520286,0.09069837,0.13929899,-0.11588503,-0.15040669,-0.19850516,0.23911987,-0.1518662,-0.13719964,-0.22291876,0.34066793,-0.041514922,0.059615314,-0.107948825,0.31679124,0.2689337,0.042407427,0.22066545,-0.0012002069,-0.07703698,0.12631764,0.40368748,0.18295468,0.1753841,-0.44932625,0.076667376,0.011353468
CARD14,0,-0.12318561,0.25393498,-0.005808906,0.111732505,0.046423163,-0.52280754,-0.0515982,0.47696728,-0.13714632,0.016156977,-0.16782038,-0.26757172,0.0053738006,0.06959754,0.04803906,-0.10041472,0.018651478,-0.2484299,0.06827122,-0.35537958,0.24252433,0.12384426,0.108708404,-0.109970026,-0.11895863,0.08686208,-0.21389858,-0.25215566,-0.014763744,0.04616872,0.31352633,0.1763539,0.01721319,-0.039287943,-0.25830483,0.32738307,-0.0759792,-0.45101556,-0.2534454,-0.4215642,-0.09892764,-0.016416596,-0.029875899,-0.14937931,0.16892308,-0.161101,-0.13794638,-0.05274439,0.17321102,0.16810125,0.17610581,-0.17894308,-0.19977309,0.014485232,-0.19318666,0.16856915,0.1343317,-0.051668763,-0.25432187,0.16443352,0.124431185,0.07153181,-0.23568338,-0.10223789,-0.31835815,0.109007716,0.012994923,0.10939081,-0.20743833,0.18220942,-0.09773146,-0.012954126,0.2011823,-0.057793535,0.11884135,0.12623349,-0.07182475,-0.133912,-0.19410285,0.21478441,-0.16145113,-0.16876486,-0.21813962,0.33379593,-0.05182531,0.055679664,-0.13612981,0.3120367,0.26513824,0.03193475,0.21018575,-0.004576937,-0.066198476,0.11139862,0.37020236,0.17243421,0.16363734,-0.41913775,0.056858443,1.4232282e-06
